Adress;Postnr;Postort;Nytt Postnr;Ny Postort
Bastanäs Fridhem;36024;LINNERYD;36297;LINNERYD
Lillnäset 104;83021;TANDSBYN;83499;TANDSBYN
Lustevägen 13;82040;JÄRVSÖ;82750;JÄRVSÖ
Askesta 142;82692;SÖDERALA;82661;SÖDERALA
Skalsvägen 50;82041;FÄRILA;82761;FÄRILA
Byn 840;82026;MARMAVERKEN;82666;MARMAVERKEN
Hålsjö 58;82064;NÄSVIKEN;82467;NÄSVIKEN
Åskefälla Bäckalund;36023;ÄLMEBODA;36298;ÄLMEBODA
Vänvägen 5;82041;FÄRILA;82760;FÄRILA
Engelska vägen 33;29150;KRISTIANSTAD;29158;KRISTIANSTAD
Forssåvägen 1;82064;NÄSVIKEN;82465;NÄSVIKEN
Källeryd 3;57010;KORSBERGA;57476;KORSBERGA
Svartabäck Björkelund;36024;LINNERYD;36297;LINNERYD
Gamla idrottsvägen 11;37033;TVING;37339;TVING
Pallviken 149;85590;SUNDSVALL;85358;SUNDSVALL
Lillström 157;86013;STÖDE;86496;STÖDE
Norrbäck 124;82078;HASSELA;82998;HASSELA
Höghultsvägen 608-14;29060;KYRKHULT;29394;KYRKHULT
Kalvhaga 122;82064;NÄSVIKEN;82466;NÄSVIKEN
Hundskinnsvägen 4D;82070;BERGSJÖ;82950;BERGSJÖ
Loppet 81;82060;DELSBO;82472;DELSBO
Ängebo 52;82062;BJURÅKER;82479;BJURÅKER
Kroppedammsgatan 25A;28020;BJÄRNUM;28262;BJÄRNUM
Västbyn 142;86041;LIDEN;85598;LIDEN
Möckelåsbo 1594;82011;VALLSTA;82167;VALLSTA
Bolberöd Norreskog 4203;28022;VITTSJÖ;28268;VITTSJÖ
Bokallén 11;23592;VELLINGE;23542;VELLINGE
Verkstadsvägen 19;56029;TENHULT;56161;TENHULT
Skäckvägen 1;86013;STÖDE;86495;STÖDE
Kylle Ekelund;36076;ÄLGHULT;36495;ÄLGHULT
Bårumsgatan 20;66050;VÅLBERG;66452;VÅLBERG
Ragvaldsnäs 747;82077;GNARP;82962;GNARP
Bye 826;86035;SÖRÅKER;86195;SÖRÅKER
Kungsåsvägen 5;66050;VÅLBERG;66450;VÅLBERG
Österstråsjö 9;82062;BJURÅKER;82479;BJURÅKER
Storgatan 22A;36053;SKRUV;36594;SKRUV
Stationsgatan 7N;82040;JÄRVSÖ;82751;JÄRVSÖ
Brosätter 304;66057;VÄSE;65596;VÄSE
Morängsvägen 10;82074;STOCKA;82496;STOCKA
Ornäsvägen 33;82023;BERGVIK;82668;BERGVIK
Röaleden 6;29795;DEGEBERGA;27355;BRÖSARP
Norrväna 305;82060;DELSBO;82473;DELSBO
Välinge 229;66057;VÄSE;65595;VÄSE
Kviströmsvägen 16;45531;MUNKEDAL;45534;MUNKEDAL
Tretomtsgränd 2;86032;FAGERVIK;86145;FAGERVIK
Värsjö 6260;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Jonsgårdsvägen 1;57013;MYRESJÖ;57471;MYRESJÖ
Södra Gårdavägen 18;37044;TJURKÖ;37363;TJURKÖ
Ofärne 323;82065;FORSA;82462;FORSA
Nygatan 3;82020;LJUSNE;82675;LJUSNE
Stor-Otern 131;86041;LIDEN;85598;LIDEN
Nottebäcks-Hult Mellangården;36071;NORRHULT;36444;NORRHULT
Björkbergsvägen 15;82051;HAMRA;82771;HAMRA
Sjöstigen 1;37033;TVING;37339;TVING
Risnäsvägen 22;83021;TANDSBYN;83499;TANDSBYN
Väse-Lund 511;66057;VÄSE;65596;VÄSE
Indalsvägen 50;86040;INDAL;85597;INDAL
Källeskruv Västergård;36052;KOSTA;36544;KOSTA
Åkarvägen 4;81040;HEDESUNDA;81845;HEDESUNDA
Östra Storgatan 1;57016;KVILLSFORS;57455;KVILLSFORS
Bergstigen 13C;82074;STOCKA;82496;STOCKA
Hällskogsvägen 40;81040;HEDESUNDA;81895;HEDESUNDA
Härjedalsvägen 650;82043;KÅRBÖLE;82773;KÅRBÖLE
Farstorp 1297;28023;HÄSTVEDA;28276;HÄSTVEDA
Långbergsvägen 3;82042;KORSKROGEN;82772;KORSKROGEN
Allgunnaryd 4;57001;RÖRVIK;57693;RÖRVIK
Skilsåker 723;86035;SÖRÅKER;86194;SÖRÅKER
Övre inganlid 8;82064;NÄSVIKEN;82465;NÄSVIKEN
Stocksbovägen 20;82041;FÄRILA;82763;FÄRILA
Ljungvägen 7;56030;TENHULT;56162;TENHULT
Skallatorpsvägen 1;37043;STURKÖ;37362;STURKÖ
Milsågvägen 19;82040;JÄRVSÖ;82753;JÄRVSÖ
Gudmundsbyn 210;85751;SUNDSVALL;86342;SUNDSVALL
Kyrkvägen 25;82077;GNARP;82960;GNARP
Stationsvägen 7;27031;ÄSPERÖD;27576;ÄSPERÖD
Tjärnsjön 125;86013;STÖDE;86495;STÖDE
Brattås 140;86013;STÖDE;86495;STÖDE
Tröingebergsvägen 7;31138;FALKENBERG;31178;FALKENBERG
Hallsbovägen 2;81040;HEDESUNDA;81896;HEDESUNDA
Åsen 109;82040;JÄRVSÖ;82752;JÄRVSÖ
Förläggarvägen 1;83021;TANDSBYN;83499;TANDSBYN
Storgatan 43;66057;VÄSE;65595;VÄSE
Brodalsvägen 8;46391;LILLA EDET;46332;LILLA EDET
Frisbo 12;82062;BJURÅKER;82478;BJURÅKER
Almvägen 7;82021;VALLVIK;82679;VALLVIK
Stentorpsgränd 13;82010;ARBRÅ;82161;ARBRÅ
Vebomark 167;93010;LÖVÅNGER;93294;LÖVÅNGER
Granvägen 12;57021;MALMBÄCK;57168;MALMBÄCK
Kvarnsjön Ångevägen 182;82046;RAMSJÖ;82776;RAMSJÖ
Storsand 872;93010;LÖVÅNGER;93293;LÖVÅNGER
Relävägen 7;82020;LJUSNE;82676;LJUSNE
Vildhästvägen 3;28023;HÄSTVEDA;28275;HÄSTVEDA
Lindhult 1025A;28072;KILLEBERG;28396;KILLEBERG
Barnens by 110;28023;HÄSTVEDA;28276;HÄSTVEDA
Stenshamn 121;37042;TORHAMN;37371;TORHAMN
Ramdalen 17;66010;DALS LÅNGED;66695;DALS LÅNGED
Alevägen 6;37043;STURKÖ;37361;STURKÖ
Storgatan 21;57001;RÖRVIK;57693;RÖRVIK
Fluren 8759;82011;VALLSTA;82167;VALLSTA
Sörby Valåsvägen 5;82040;JÄRVSÖ;82752;JÄRVSÖ
Duvnäs 205;82060;DELSBO;82474;DELSBO
Ekstigen 3;57013;MYRESJÖ;57471;MYRESJÖ
Krabbehallsvägen 1;37043;STURKÖ;37362;STURKÖ
Hårte Orrvägen 20;82076;JÄTTENDAL;82996;JÄTTENDAL
Hörngrensvägen 28;31138;FALKENBERG;31178;FALKENBERG
Egnahemsvägen 16;86032;FAGERVIK;86145;FAGERVIK
Söderängsgatan 35;66050;VÅLBERG;66451;VÅLBERG
Nottebäck Madkroken 9;36071;NORRHULT;36444;NORRHULT
Orrön 1;82062;BJURÅKER;82477;BJURÅKER
Majeldsvägen 7;66050;VÅLBERG;66450;VÅLBERG
Askarödsvägen 11;27031;ÄSPERÖD;27576;ÄSPERÖD
Ekebol Solbacka 5;66010;DALS LÅNGED;66694;DALS LÅNGED
Nyhedsvägen 33;82022;SANDARNE;82672;SANDARNE
Vintervägen 7;37043;STURKÖ;37362;STURKÖ
Kvarnsvedsvägen 61;86013;STÖDE;86496;STÖDE
Nordby 715;66060;MOLKOM;65598;MOLKOM
Långgatan 57;66050;VÅLBERG;66452;VÅLBERG
Änga Hästhagsvägen 10;82040;JÄRVSÖ;82754;JÄRVSÖ
Härjedalsvägen 647;82043;KÅRBÖLE;82773;KÅRBÖLE
Bjuröklubb 660;93010;LÖVÅNGER;93293;LÖVÅNGER
Berge 255;82071;ILSBO;82991;ILSBO
Åbuen 826;28070;LÖNSBODA;28393;LÖNSBODA
Hamnslingan 15;82064;NÄSVIKEN;82466;NÄSVIKEN
Stockhed 1962;82011;VALLSTA;82167;VALLSTA
Almvägen 8;66011;BILLINGSFORS;66641;BILLINGSFORS
Svarvarvägen 62;82020;LJUSNE;82675;LJUSNE
Ögårdsvägen 2;38044;ALSTERBRO;38273;ALSTERBRO
Sea glasbruk;36052;KOSTA;36543;KOSTA
Vadmansvägen 11B;66060;MOLKOM;65560;MOLKOM
Virkesvägen 8;36024;LINNERYD;36258;LINNERYD
Edsäng 655;82023;BERGVIK;82668;BERGVIK
Skatelövsvägen 32;34032;GRIMSLÖV;34254;GRIMSLÖV
Klavredagatan 1A;36072;KLAVRESTRÖM;36445;KLAVRESTRÖM
Vedavägen 13;82064;NÄSVIKEN;82465;NÄSVIKEN
Överkovland 220;86025;KOVLAND;85592;KOVLAND
Snickarevägen 16;28020;BJÄRNUM;28262;BJÄRNUM
Harsavägen 53;82040;JÄRVSÖ;82753;JÄRVSÖ
Skuntamåla 2;36023;ÄLMEBODA;36298;ÄLMEBODA
Västra Bergvägen 9;82051;HAMRA;82771;HAMRA
Furuvägen 3C;36024;LINNERYD;36258;LINNERYD
Bäckvägen 6;28072;KILLEBERG;28376;KILLEBERG
Väster-Gåltjärn 151;86025;KOVLAND;85592;KOVLAND
Tors väg 9;37033;TVING;37339;TVING
Rommenås Lilla Parken 1;57021;MALMBÄCK;57169;MALMBÄCK
Sjömyra 108;82060;DELSBO;82474;DELSBO
Skästravägen 233;82040;JÄRVSÖ;82753;JÄRVSÖ
Strandvägen 9;47196;BLEKET;47150;BLEKET
Gärde 152;93010;LÖVÅNGER;93293;LÖVÅNGER
Knapanäs 1;36024;LINNERYD;36297;LINNERYD
Sommarvägen 30;28020;BJÄRNUM;28265;BJÄRNUM
Nagg-Jonsvägen 26;82046;RAMSJÖ;82776;RAMSJÖ
Polhemsgatan 17B;37139;KARLSKRONA;37156;KARLSKRONA
Haddäng 544;82077;GNARP;82962;GNARP
Verumsvägen 40;28020;BJÄRNUM;28263;BJÄRNUM
Bolsvägen 1;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Bokvägen 2;28023;HÄSTVEDA;28274;HÄSTVEDA
Horröd 6175C;28010;SÖSDALA;28273;SÖSDALA
Västervägen 8;56034;VISINGSÖ;56394;VISINGSÖ
Ugglevägen 2;28022;VITTSJÖ;28267;VITTSJÖ
Kvarnsvedsvägen 95;86013;STÖDE;86496;STÖDE
Veteslingan 14;86030;SÖRBERGE;86143;SÖRBERGE
Undersvik 9054;82011;VALLSTA;82167;VALLSTA
Norregatan 5;28070;LÖNSBODA;28371;LÖNSBODA
Ringvägen 7;57013;MYRESJÖ;57471;MYRESJÖ
Bruka 705;82060;DELSBO;82472;DELSBO
Kölaby Gärdet 103;52026;TRÄDET;52378;TRÄDET
Sandviksudden 12;66694;DALS LÅNGED;66694;DALS LÅNGED
Tomtavägen 2B;82010;ARBRÅ;82161;ARBRÅ
Övre vägen 11;38052;TIMMERNABBEN;38472;TIMMERNABBEN
Hästöen Hästömåla;36024;LINNERYD;36297;LINNERYD
Söräng 320;82064;NÄSVIKEN;82466;NÄSVIKEN
Södra vägen 31;28020;BJÄRNUM;28263;BJÄRNUM
Krumgatan 8;86032;FAGERVIK;86145;FAGERVIK
Hantverksgatan 26;28020;BJÄRNUM;28263;BJÄRNUM
Egnahemsvägen 30;86032;FAGERVIK;86145;FAGERVIK
Sandhamnsvägen 62;37042;TORHAMN;37371;TORHAMN
Fältvägen 16;82065;FORSA;82460;FORSA
Målavägen 40;37044;TJURKÖ;37363;TJURKÖ
Friggesundsvägen 6G;82062;BJURÅKER;82478;BJURÅKER
Sävsjö Kolarmossen;36074;SÄVSJÖSTRÖM;36496;SÄVSJÖSTRÖM
Pilabogatan 14;57023;ANNEBERG;57171;ANNEBERG
Rörviks gård 7;57001;RÖRVIK;57693;RÖRVIK
Dragvägen 7;86030;SÖRBERGE;86141;SÖRBERGE
Lönnvägen 29;82021;VALLVIK;82679;VALLVIK
Stocksbovägen 11H;82041;FÄRILA;82763;FÄRILA
Mjölnarvägen 14;35250;VÄXJÖ;35274;VÄXJÖ
Sörfjärden Strandvägen 56;82077;GNARP;82962;GNARP
Sunnanbäck 307;82065;FORSA;82461;FORSA
Björkefallsvägen 570;29060;KYRKHULT;29394;KYRKHULT
Skålbovägen 52;82040;JÄRVSÖ;82753;JÄRVSÖ
Kastanjegatan 12;52333;ULRICEHAMN;52340;ULRICEHAMN
Häradsvägen 24J;36076;ÄLGHULT;36495;ÄLGHULT
Norsbrovägen 2;66050;VÅLBERG;66494;VÅLBERG
Slöjan 334;86013;STÖDE;86495;STÖDE
Hudiksvallsvägen 16A;82072;STRÖMSBRUK;82495;STRÖMSBRUK
Åsundatorp 605;66050;VÅLBERG;66494;VÅLBERG
Pungsholmen Lyckorna;36047;VÄRENDS NÖBBELE;35574;VÄRENDS NÖBBELE
Stakholmen 223;82078;HASSELA;82998;HASSELA
Bjärme 125;86025;KOVLAND;85592;KOVLAND
Springliden 6;93070;MALÅ;93994;MALÅ
Bäckaby 9A;57010;KORSBERGA;57475;KORSBERGA
Alvägen 15;43278;TVÅÅKER;43279;TVÅÅKER
Parkgatan 1;82010;ARBRÅ;82160;ARBRÅ
Lillbergsvägen 2;82023;BERGVIK;82667;BERGVIK
Rörviks reningsverk 1;57001;RÖRVIK;57693;RÖRVIK
Hummels väg 6;36052;KOSTA;36543;KOSTA
Frägsta 68;82064;NÄSVIKEN;82466;NÄSVIKEN
Kålshult 1;36024;LINNERYD;36297;LINNERYD
Stationsgatan 5;36076;ÄLGHULT;36495;ÄLGHULT
Nybonnsvägen 6;82064;NÄSVIKEN;82465;NÄSVIKEN
Taxviken Viken 2;66010;DALS LÅNGED;66694;DALS LÅNGED
Movägen Rasbacken 28;82041;FÄRILA;82761;FÄRILA
Vitsippans väg 25;28023;HÄSTVEDA;28276;HÄSTVEDA
Släppträskbränna 1;93070;MALÅ;93995;MALÅ
Siggesta 669;82692;SÖDERALA;82661;SÖDERALA
Skolgatan 9A;57002;STOCKARYD;57694;STOCKARYD
Sockervägen 11;23592;VELLINGE;23543;VELLINGE
Morvall Färilavägen 70;82041;FÄRILA;82762;FÄRILA
Sanderovägen 18;23691;HÖLLVIKEN;23661;HÖLLVIKEN
Gysingevägen 61;81040;HEDESUNDA;81895;HEDESUNDA
Frötorpsvägen 20;45592;MUNKEDAL;45531;MUNKEDAL
Järnvägsgatan 2D;57021;MALMBÄCK;57168;MALMBÄCK
Bengt Augusta väg 18;31198;GLOMMEN;31154;GLOMMEN
Grönåsvägen 87;82040;JÄRVSÖ;82752;JÄRVSÖ
Gerekulla 2;57010;KORSBERGA;57476;KORSBERGA
Flädervägen 4;28022;VITTSJÖ;28266;VITTSJÖ
Stationsgatan 49A;82040;JÄRVSÖ;82750;JÄRVSÖ
Öringsgränd 4B;86030;SÖRBERGE;86141;SÖRBERGE
Stigby Persgård 13;56034;VISINGSÖ;56394;VISINGSÖ
Skärshult 1;57001;RÖRVIK;57693;RÖRVIK
Toftasjövägen 50;35249;VÄXJÖ;35272;VÄXJÖ
Strömfors 2;93070;MALÅ;93995;MALÅ
Postvägen 21;82046;RAMSJÖ;82776;RAMSJÖ
Bäckviksvägen 8;82065;FORSA;82462;FORSA
Storgatan 35;52011;VEGBY;52362;VEGBY
Undersvik 9524;82011;VALLSTA;82167;VALLSTA
Baståsvägen 5J;66011;BILLINGSFORS;66641;BILLINGSFORS
Billavägen 13A;36043;ÅRYD;35575;ÅRYD
Höråsvägen 5;43278;TVÅÅKER;43279;TVÅÅKER
Norra Esseboda 2253;28070;LÖNSBODA;28394;LÖNSBODA
Gränsfors 42;82070;BERGSJÖ;82952;BERGSJÖ
Ava 407;86035;SÖRÅKER;86194;SÖRÅKER
Kolsta 183;85590;SUNDSVALL;85359;SUNDSVALL
Tånggatan 4;82060;DELSBO;82470;DELSBO
Nolby 587;66057;VÄSE;65595;VÄSE
Segerstadsvägen 147;35263;VÄXJÖ;35265;VÄXJÖ
Fiskvik 112;82070;BERGSJÖ;82953;BERGSJÖ
Åkerhult Åkerslätt 1;57021;MALMBÄCK;57169;MALMBÄCK
Östtjärn 372;85590;SUNDSVALL;85358;SUNDSVALL
Kyrkvägen 7;37043;STURKÖ;37361;STURKÖ
Påboda 319;82072;STRÖMSBRUK;82495;STRÖMSBRUK
Höråsvägen 17;43278;TVÅÅKER;43279;TVÅÅKER
Bruksvägen 6F;38040;ORREFORS;38271;ORREFORS
Högahult 1549;28020;BJÄRNUM;28265;BJÄRNUM
Industriområdet 30;82072;STRÖMSBRUK;82495;STRÖMSBRUK
Apelgatan 9;52333;ULRICEHAMN;52340;ULRICEHAMN
Ardennervägen 2;28023;HÄSTVEDA;28275;HÄSTVEDA
Lur 1047;28023;HÄSTVEDA;28276;HÄSTVEDA
Ellne 854;82692;SÖDERALA;82661;SÖDERALA
Odlingsvägen 10;28020;BJÄRNUM;28261;BJÄRNUM
Bäckebovägen 43;38044;ALSTERBRO;38274;ALSTERBRO
Hårsjövägen 9;28022;VITTSJÖ;28266;VITTSJÖ
Älgered 519A;82070;BERGSJÖ;82953;BERGSJÖ
Jon Persvägen 40;81040;HEDESUNDA;81896;HEDESUNDA
Västra Häglinge 2115;28010;SÖSDALA;28273;SÖSDALA
Ekebol 31;66010;DALS LÅNGED;66694;DALS LÅNGED
Hultatorpsvägen 29;43278;TVÅÅKER;43279;TVÅÅKER
Kärvsta 115;86013;STÖDE;86441;STÖDE
Gammelvägen 3;82022;SANDARNE;82672;SANDARNE
Fjärdingsmåla Hammaräng;36076;ÄLGHULT;36495;ÄLGHULT
Mesangränd 5;38052;TIMMERNABBEN;38471;TIMMERNABBEN
Norrvåga 20C;82040;JÄRVSÖ;82753;JÄRVSÖ
Stortorget 1H;28070;LÖNSBODA;28371;LÖNSBODA
Olars backe 4;77070;LÅNGSHYTTAN;77671;LÅNGSHYTTAN
Lassbyn 230;83021;TANDSBYN;83499;TANDSBYN
Åsedavägen 9;36076;ÄLGHULT;36495;ÄLGHULT
Varvsvägen 22;54066;SJÖTORP;54266;SJÖTORP
Tuna-Vi gård 121;85590;SUNDSVALL;85358;SUNDSVALL
Stationsvägen 43;82020;LJUSNE;82675;LJUSNE
Bergviksvägen 21;82070;BERGSJÖ;82950;BERGSJÖ
Snipvägen 4;54066;SJÖTORP;54266;SJÖTORP
Skyttevägen 15C;36074;SÄVSJÖSTRÖM;36496;SÄVSJÖSTRÖM
Björkvägen 4;28010;SÖSDALA;28273;SÖSDALA
Kvarnholmsvägen 8;82010;ARBRÅ;82163;ARBRÅ
Lötgärdesvägen 51;82026;MARMAVERKEN;82666;MARMAVERKEN
Ryd 6;57001;RÖRVIK;57693;RÖRVIK
Råsjö Vantjärnsvägen 49;82040;JÄRVSÖ;82753;JÄRVSÖ
Marenslingan 20;18592;VAXHOLM;13492;TYNNINGÖ
Mösshult 7;57016;KVILLSFORS;57455;KVILLSFORS
Tjärdalsvägen 7;66052;EDSVALLA;66493;EDSVALLA
Backen 131;86025;KOVLAND;85592;KOVLAND
Kvarsätt 185;85590;SUNDSVALL;85591;SUNDSVALL
Bygdevägen 35;38044;ALSTERBRO;38274;ALSTERBRO
Östbyn 127;86041;LIDEN;85598;LIDEN
Åkre 516;82060;DELSBO;82474;DELSBO
Toftasjövägen 148;35249;VÄXJÖ;35272;VÄXJÖ
Vrångtjärn 134;82078;HASSELA;82998;HASSELA
Vattenverksvägen 25A;37042;TORHAMN;37371;TORHAMN
Klasborgs gård;54133;SKÖVDE;54193;SKÖVDE
Österängarna 617;66060;MOLKOM;65561;MOLKOM
Tisselskogs-Liden Södra Hagen;66010;DALS LÅNGED;66694;DALS LÅNGED
Änga 2775;82011;VALLSTA;82168;VALLSTA
Bergmossevägen 7;57015;HOLSBYBRUNN;57453;HOLSBYBRUNN
Kalvskär 234;82020;LJUSNE;82677;LJUSNE
Storgatan 95;82010;ARBRÅ;82161;ARBRÅ
Makes väg 5;37043;STURKÖ;37361;STURKÖ
Strandvägen 9E;66011;BILLINGSFORS;66641;BILLINGSFORS
Gamla Ålbovägen 17;81040;HEDESUNDA;81895;HEDESUNDA
Färgerivägen 6;38044;ALSTERBRO;38273;ALSTERBRO
Åkerby Lilläng;36053;SKRUV;36594;SKRUV
Gudmundsbyn 220;85751;SUNDSVALL;86342;SUNDSVALL
Östra Stationsvägen 12;82077;GNARP;82960;GNARP
Östervägen 6;82071;ILSBO;82991;ILSBO
Sandhamnsvägen 8;37042;TORHAMN;37371;TORHAMN
Kaprifolvägen 8;86035;SÖRÅKER;86151;SÖRÅKER
Bredåker 32;82060;DELSBO;82474;DELSBO
Älvstagatan 1;82076;JÄTTENDAL;82996;JÄTTENDAL
Micksäter 125;86040;INDAL;85597;INDAL
Stocksbo Lillåkersvägen 14;82041;FÄRILA;82763;FÄRILA
Fagernäs 168;82070;BERGSJÖ;82953;BERGSJÖ
Gränsvägen 1D;38040;ORREFORS;38271;ORREFORS
Gesällvägen 9A;85753;SUNDSVALL;86341;SUNDSVALL
Berge 51;82071;ILSBO;82991;ILSBO
Olnirsvägen 10A;82060;DELSBO;82470;DELSBO
Flatängsvägen 6A;43278;TVÅÅKER;43279;TVÅÅKER
Dalkarlsbovägen 6;81040;HEDESUNDA;81895;HEDESUNDA
Videt 3H;82010;ARBRÅ;82161;ARBRÅ
Västanvägen 22;28022;VITTSJÖ;28266;VITTSJÖ
Åängsvägen 30;82020;LJUSNE;82676;LJUSNE
Propsvägen 16;82020;LJUSNE;82675;LJUSNE
Frejavägen 31;82065;FORSA;82460;FORSA
Södervägen 14;36076;ÄLGHULT;36495;ÄLGHULT
Enskogen 28;82042;KORSKROGEN;82772;KORSKROGEN
Hussvalevägen 5;56029;TENHULT;56160;TENHULT
Vålbergsvägen 8;66050;VÅLBERG;66452;VÅLBERG
Binnaretorp 321;38044;ALSTERBRO;38274;ALSTERBRO
Kråksmåla 209;38044;ALSTERBRO;38274;ALSTERBRO
Viskansvägen 113;86013;STÖDE;86496;STÖDE
Köpmangatan 15;36023;ÄLMEBODA;36298;ÄLMEBODA
Nunnevägen 32A;57013;MYRESJÖ;57471;MYRESJÖ
Vålsjö 79;82040;JÄRVSÖ;82754;JÄRVSÖ
Holsby 4;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Mo Ryssadal;36024;LINNERYD;35574;VÄRENDS NÖBBELE
Kråkholm 281;82064;NÄSVIKEN;82466;NÄSVIKEN
Slättarödsvägen 7;28020;BJÄRNUM;28261;BJÄRNUM
Östra Gränsgatan 41;28070;LÖNSBODA;28372;LÖNSBODA
Kyrkbyn Orrberget 4809;82010;ARBRÅ;82162;ARBRÅ
Tallbacksgatan 2;52331;ULRICEHAMN;52341;ULRICEHAMN
Ädelfors kungsgård 1;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Sånghussjön 1;82041;FÄRILA;82763;FÄRILA
Fästeredssund Strandäng 191;52011;VEGBY;52362;VEGBY
Ortvägen 1F;93070;MALÅ;93931;MALÅ
Orrberget 144;86013;STÖDE;86496;STÖDE
Mossvägen 19;28020;BJÄRNUM;28262;BJÄRNUM
Originalvägen 4;37042;TORHAMN;37371;TORHAMN
Södra Gävlevägen 24;81040;HEDESUNDA;81845;HEDESUNDA
Parkgatan 35;28010;SÖSDALA;28272;SÖSDALA
Östernäsvägen 19B;82011;VALLSTA;82167;VALLSTA
Kyrkebyn Ateljévillan;66040;SEGMON;66496;SEGMON
Valhallavägen 6;28070;LÖNSBODA;28371;LÖNSBODA
Amorvägen 6;82041;FÄRILA;82760;FÄRILA
Pilgatan 7;28020;BJÄRNUM;28261;BJÄRNUM
Älvsund 27;82070;BERGSJÖ;82953;BERGSJÖ
Vekåsvägen 6;82042;KORSKROGEN;82772;KORSKROGEN
Stora Hage 1;57015;HOLSBYBRUNN;57454;HOLSBYBRUNN
Bubbarp 1249;28023;HÄSTVEDA;28276;HÄSTVEDA
Atlasgatan 2;90753;UMEÅ;90752;UMEÅ
Stigsbo Jans 203;77071;STJÄRNSUND;77674;STJÄRNSUND
Rasåsen 198;85590;SUNDSVALL;85359;SUNDSVALL
Orrsjön 770;82077;GNARP;82961;GNARP
Fridkullagatan 11A;52331;ULRICEHAMN;52341;ULRICEHAMN
Falkgatan 4;28070;LÖNSBODA;28371;LÖNSBODA
Kolmilevägen 19;66052;EDSVALLA;66493;EDSVALLA
Parten 1558;82011;VALLSTA;82167;VALLSTA
Stationsgatan 23;66040;SEGMON;66496;SEGMON
Övlandehult 1;57016;KVILLSFORS;57455;KVILLSFORS
Sjöfallsvägen 32;54066;SJÖTORP;54266;SJÖTORP
Räng Sandsvägen 26E;23691;HÖLLVIKEN;23661;HÖLLVIKEN
Säljestavägen 98;82040;JÄRVSÖ;82754;JÄRVSÖ
Blacke 302;93010;LÖVÅNGER;93293;LÖVÅNGER
Skästra Furuviksvägen 15;82040;JÄRVSÖ;82753;JÄRVSÖ
Korsberga-Huluboda 2;57010;KORSBERGA;57476;KORSBERGA
Årskogen 20;82077;GNARP;82962;GNARP
Långharpavägen 39;82064;NÄSVIKEN;82467;NÄSVIKEN
Öde 815;86035;SÖRÅKER;86194;SÖRÅKER
Rångstavägen 12;81040;HEDESUNDA;81845;HEDESUNDA
Skåeryd 3;57001;RÖRVIK;57693;RÖRVIK
Radhusgatan 45;86030;SÖRBERGE;86143;SÖRBERGE
Kårsta 115;86040;INDAL;85597;INDAL
Kalvstigen 51;82040;JÄRVSÖ;82754;JÄRVSÖ
Granudden 912;82020;LJUSNE;82677;LJUSNE
Tuna-Vi 144;85590;SUNDSVALL;85358;SUNDSVALL
Blåbärsstigen 31;93070;MALÅ;93931;MALÅ
Hästholmen 132;37042;TORHAMN;37371;TORHAMN
Kärvsta 124;86013;STÖDE;86496;STÖDE
Myrvägen 1;66010;DALS LÅNGED;66695;DALS LÅNGED
Övernäsvägen 26B;82064;NÄSVIKEN;82465;NÄSVIKEN
Baståsvägen 7H;66011;BILLINGSFORS;66641;BILLINGSFORS
Stationsvägen 6;82077;GNARP;82960;GNARP
Nyvallen 1980;82011;VALLSTA;82167;VALLSTA
Ryssäng 101;38053;FLISERYD;38473;FLISERYD
Stavåker 50;82065;FORSA;82462;FORSA
Sjötorp Nordkleven 8;54066;SJÖTORP;54266;SJÖTORP
Bygatan 30;28023;HÄSTVEDA;28275;HÄSTVEDA
Hjärtvallen 5;82046;RAMSJÖ;82775;RAMSJÖ
Bäckan Ramsjövägen 576;82046;RAMSJÖ;82775;RAMSJÖ
Fjärdingsmannagatan 3;28020;BJÄRNUM;28265;BJÄRNUM
Kyrkbyn 2023;28023;HÄSTVEDA;28275;HÄSTVEDA
Edshagavägen 12;82065;FORSA;82460;FORSA
Angölsmålavägen 227-46;29060;KYRKHULT;29394;KYRKHULT
Älvvägen 29;82041;FÄRILA;82760;FÄRILA
Väster-Gåltjärn 129;86025;KOVLAND;85592;KOVLAND
Skäftesfallsvägen 7;57010;KORSBERGA;57476;KORSBERGA
Järvsjön Knösterholmen 618;82020;LJUSNE;82677;LJUSNE
Mellansjö stationsväg 3;82046;RAMSJÖ;82776;RAMSJÖ
Villagatan 11;52026;TRÄDET;52378;TRÄDET
Viljansvägen 34;86025;KOVLAND;85561;KOVLAND
Höks väg 4B;37043;STURKÖ;37362;STURKÖ
Ångevägen 43;82046;RAMSJÖ;82776;RAMSJÖ
Påläng 132;85590;SUNDSVALL;85359;SUNDSVALL
Oppåkersvägen 55;81040;HEDESUNDA;81895;HEDESUNDA
Järingsholm 6490;28040;SKÅNES FAGERHULT;28674;SKÅNES FAGERHULT
Oxsta 187;85590;SUNDSVALL;85591;SUNDSVALL
Stensjövägen 470-34;82050;LOS;82770;LOS
Gunghästvägen 14;28023;HÄSTVEDA;28275;HÄSTVEDA
Bågsjö Johannesborg;36053;SKRUV;36594;SKRUV
